user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
TARA_007_SRF_0.22-1.6_bin.88	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002171765	GCA_002171765.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002171765	98.24	0.82	GCA_002171765.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002171765	98.24	0.82	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002364975.1, s__MB11C04 sp002364975, 95.0, 92.06, 0.8; GCA_003448565.1, s__MB11C04 sp003448565, 95.0, 78.49, 0.08; GCA_002167605.1, s__MB11C04 sp002167605, 95.0, 78.44, 0.09; GCA_002168015.1, s__MB11C04 sp002168015, 95.0, 78.16, 0.08; GCA_002477515.1, s__MB11C04 sp002477515, 95.0, 78.12, 0.07; GCA_002726435.1, s__MB11C04 sp002726435, 95.0, 77.58, 0.11; GCA_002167265.1, s__MB11C04 sp002167265, 95.0, 77.48, 0.07; GCA_002689665.1, s__MB11C04 sp002689665, 95.0, 76.85, 0.07; GCA_002713685.1, s__MB11C04 sp002713685, 95.0, 76.7, 0.07; GCA_002722545.1, s__MB11C04 sp002722545, 95.0, 76.62, 0.04; GCA_002692605.1, s__MB11C04 sp002692605, 95.0, 76.53, 0.07; GCA_002500665.1, s__MB11C04 sp002500665, 95.0, 76.43, 0.04; GCA_002694035.1, s__MB11C04 sp002694035, 95.0, 76.27, 0.07; GCA_002692535.1, s__MB11C04 sp002692535, 95.0, 75.85, 0.05; GCA_002686835.1, s__MB11C04 sp002686835, 95.0, 75.83, 0.05	78.13	11	N/A	N/A
TARA_007_SRF_0.22-1.6_bin.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002390455	GCA_002390455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002390455	98.53	0.82	GCA_002390455.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__UBA8316 sp002390455	98.53	0.82	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA8316;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002364535.1, s__UBA8316 sp002364535, 95.0, 81.4, 0.7; GCA_002687665.1, s__UBA8316 sp002687665, 95.0, 79.38, 0.53; GCA_002336305.1, s__UBA8316 sp002336305, 95.0, 78.59, 0.49; GCA_002711215.1, s__UBA8316 sp002711215, 95.0, 77.71, 0.36; GCA_003538555.1, s__UBA8316 sp003538555, 95.0, 77.38, 0.32; GCA_002716845.1, s__UBA8316 sp002716845, 95.0, 76.62, 0.2; GCA_002171295.2, s__UBA8316 sp002171295, 95.0, 76.3, 0.15; GCA_002695445.1, s__UBA8316 sp002695445, 95.0, 76.29, 0.11	91.65	11	N/A	N/A
TARA_007_SRF_0.22-1.6_bin.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__MED-G20 sp002699745	GCA_002699745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__MED-G20 sp002699745	98.93	0.83	GCA_002699745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__MED-G20 sp002699745	98.93	0.83	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA10066;g__MED-G20;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002713405.1, s__MED-G20 sp002713405, 95.0, 89.77, 0.77; GCA_002457645.1, s__MED-G20 sp002457645, 95.0, 78.98, 0.39; GCA_002691605.1, s__MED-G20 sp002691605, 95.0, 78.26, 0.34; GCA_002686655.1, s__MED-G20 sp002686655, 95.0, 78.1, 0.44	90.93	11	N/A	N/A
TARA_007_SRF_0.22-1.6_recluster_87.bin.1	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275;s__UBA1275 sp002457365	GCA_002457365.1	95.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275;s__UBA1275 sp002457365	99.57	0.92	GCA_002457365.1	95.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275;s__UBA1275 sp002457365	99.57	0.92	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__UBA1275;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002323515.1, s__UBA1275 sp002323515, 95.0, 93.51, 0.81; GCA_002730655.1, s__UBA1275 sp002730655, 95.0, 81.3, 0.54; GCA_002720745.1, s__UBA1275 sp002720745, 95.0, 80.94, 0.68; GCA_002348545.1, s__UBA1275 sp002348545, 95.0, 80.87, 0.6	86.15	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.105	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002173095	GCA_002173095.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002173095	99.99	0.98	GCA_002173095.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__Ponticaulis sp002173095	99.99	0.98	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Ponticaulis;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002338565.1, s__Ponticaulis sp002338565, 95.0, 79.76, 0.44; GCA_002723155.1, s__Ponticaulis sp002723155, 95.0, 79.49, 0.4; GCF_000420665.1, s__Ponticaulis koreensis, 95.0, 78.98, 0.42; GCA_002692725.1, s__Ponticaulis sp002692725, 95.0, 78.55, 0.23; GCA_002701295.1, s__Ponticaulis sp002701295, 95.0, 78.0, 0.22; GCA_002699325.1, s__Ponticaulis sp002699325, 95.0, 77.29, 0.23	88.02	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	N/A	N/A	N/A	N/A	N/A	GCA_002292265.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp002292265	94.87	0.79	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000173095.1, s__MS024-2A sp000173095, 95.0, 77.35, 0.14; GCA_002167945.1, s__MS024-2A sp002167945, 95.0, 77.17, 0.16; GCA_002169865.1, s__MS024-2A sp002169865, 95.0, 77.16, 0.15; GCA_002714815.1, s__MS024-2A sp002714815, 95.0, 76.88, 0.18; GCA_002705385.1, s__MS024-2A sp002705385, 95.0, 76.63, 0.15; GCA_002384715.1, s__MS024-2A sp002384715, 95.0, 76.44, 0.12; GCA_003130815.1, s__MS024-2A sp003130815, 95.0, 76.16, 0.08; GCA_002167525.1, s__MS024-2A sp002167525, 95.0, 76.05, 0.1	83.33	11	0.9941183833398571	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
TARA_009_SRF_0.22-1.6_bin.163	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA868;s__UBA868 sp002477475	GCA_002477475.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA868;s__UBA868 sp002477475	99.64	0.9	GCA_002477475.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA868;s__UBA868 sp002477475	99.64	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA868;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002713825.1, s__UBA868 sp002713825, 95.0, 90.4, 0.75; GCA_002694065.1, s__UBA868 sp002694065, 95.0, 90.33, 0.75; GCA_002346525.1, s__UBA868 sp002346525, 95.0, 85.29, 0.65; GCA_002171735.1, s__UBA868 sp002171735, 95.0, 78.37, 0.32; GCA_004212795.1, s__UBA868 sp002295285, 95.0, 78.35, 0.07; GCA_003529705.1, s__UBA868 sp003529705, 95.0, 77.97, 0.24; GCA_002327725.1, s__UBA868 sp002327725, 95.0, 77.72, 0.28	95.65	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.181	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805	GCA_002469805.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805	99.39	0.86	GCA_002469805.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__UBA7378 sp002469805	99.39	0.86	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__UBA7378;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002689195.1, s__UBA7378 sp002689195, 95.0, 78.36, 0.48	89.72	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.187	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__TMED96;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.85	11	0.9807939630883558	N/A
TARA_009_SRF_0.22-1.6_bin.193	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__TMED80;s__TMED80 sp002170405	GCA_004321745.1	95.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__TMED80;s__TMED80 sp002170405	99.62	0.93	GCA_004321745.1	95.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__TMED80;s__TMED80 sp002170405	99.62	0.93	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__TMED80;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002169695.1, s__TMED80 sp002169695, 95.0, 76.91, 0.16; GCA_002713885.1, s__TMED80 sp002713885, 95.0, 76.61, 0.15	89.15	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.216	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_C;f__TMED2;g__TMED2;s__TMED2 sp002168225	GCA_002168225.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_C;f__TMED2;g__TMED2;s__TMED2 sp002168225	99.97	0.99	GCA_002168225.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales_C;f__TMED2;g__TMED2;s__TMED2 sp002168225	99.97	0.99	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.52	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.219	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002477465	GCA_002477465.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002477465	99.0	0.9	GCA_002477465.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002477465	99.0	0.9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002684935.1, s__UBA9145 sp002684935, 95.0, 91.34, 0.77; GCA_002691885.1, s__UBA9145 sp002691885, 95.0, 77.41, 0.13; GCA_003514305.1, s__UBA9145 sp003514305, 95.0, 77.2, 0.08; GCA_002729315.1, s__UBA9145 sp002729315, 95.0, 77.16, 0.11; GCA_002727755.1, s__UBA9145 sp002727755, 95.0, 77.14, 0.02; GCA_002715615.1, s__UBA9145 sp002715615, 95.0, 77.13, 0.07; GCA_002719575.1, s__UBA9145 sp002719575, 95.0, 76.82, 0.07; GCA_003483155.1, s__UBA9145 sp003483155, 95.0, 76.65, 0.07; GCA_002457215.1, s__UBA9145 sp002457215, 95.0, 76.56, 0.05; GCA_002401885.1, s__UBA9145 sp002401885, 95.0, 76.34, 0.05; GCA_002723195.1, s__UBA9145 sp002723195, 95.0, 76.29, 0.03; GCA_002694855.1, s__UBA9145 sp002694855, 95.0, 76.29, 0.04; GCA_003451715.1, s__UBA9145 sp003451715, 95.0, 76.26, 0.04; GCA_002402175.1, s__UBA9145 sp002402175, 95.0, 76.26, 0.03; GCA_002726595.1, s__UBA9145 sp002726595, 95.0, 76.16, 0.03; GCA_002377605.1, s__UBA9145 sp002377605, 95.0, 76.16, 0.05; GCA_002714195.1, s__UBA9145 sp002714195, 95.0, 76.14, 0.03; GCA_002172295.1, s__UBA9145 sp002172295, 95.0, 76.14, 0.03; GCA_002731775.1, s__UBA9145 sp002731775, 95.0, 75.97, 0.05; GCA_002730035.1, s__UBA9145 sp002730035, 95.0, 75.94, 0.07; GCA_002712055.1, s__UBA9145 sp002712055, 95.0, 75.9, 0.03	93.61	11	N/A	N/A
TARA_009_SRF_0.22-1.6_bin.224	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__TMED27 sp002167715	GCA_002167715.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__TMED27 sp002167715	99.56	0.93	GCA_002167715.1	95.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__TMED27 sp002167715	99.56	0.93	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__TMED27;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002687495.1, s__TMED27 sp002687495, 95.0, 77.95, 0.17	96.96	11	N/A	N/A
